749	0	2347
1410	1	2348
1037	1	2348
1088	0	2349
1391	1	2348
1437	2	2350
437	1	2351
766	2	2350
1010	3	2352
1057	2	2350
1377	4	2353
1955	2	2354
1702	0	2355
396	4	2356
2357	1	2348
4	1	2348
554	0	2358
1061	5	2359
137	1	2348
217	6	2360
185	2	2350
51	3	2361
1333	4	2353
1189	2	2362
1825	2	2363
2317	6	2364
712	2	2365
2366	4	2353
1801	0	2367
1503	0	2368
1176	2	2369
1889	2	2370
487	0	2371
358	5	2359
694	3	2372
860	2	2373
9	3	2374
1555	5	2375
2100	4	2353
2345	0	2376
738	2	2377
2117	1	2348
8	4	2378
828	2	2350
814	6	2379
1748	4	2353
1150	1	2348
911	5	2359
1558	5	2359
2015	2	2380
1805	4	2353
610	0	2381
1574	6	2382
1784	1	2383
1490	0	2384
1869	4	2353
1055	2	2362
1055	5	2359
2385	2	2386
2387	0	2388
1393	3	2389
61	1	2348
920	6	2390
804	5	2375
155	0	2391
486	2	2392
772	5	2359
290	3	2393
1151	3	2394
1514	2	2350
1987	0	2395
1879	4	2353
1029	4	2353
1106	2	2396
2287	6	2397
150	6	2398
1413	6	2399
2238	0	2400
1003	0	2401
440	0	2402
2240	4	2403
753	2	2386
449	3	2404
1711	3	2405
1273	4	2353
974	2	2362
520	4	2353
2406	1	2348
853	3	2407
1349	3	2408
691	2	2409
564	2	2377
2014	2	2410
169	0	2411
929	0	2412
1298	2	2369
1191	5	2359
1601	0	2413
1042	5	2375
2076	0	2414
261	0	2415
2147	2	2416
1161	0	2417
2155	2	2410
871	4	2353
786	1	2418
1564	4	2419
2197	6	2420
1200	2	2380
806	6	2421
802	0	2422
431	1	2348
1238	5	2423
648	6	2424
384	4	2353
2317	4	2353
1815	1	2348
1270	0	2425
1731	3	2426
964	2	2362
111	6	2427
222	5	2423
2005	1	2348
11	6	2428
544	6	2429
392	3	2430
1930	0	2431
2327	3	2432
1493	5	2359
2253	6	2433
1836	4	2419
28	2	2386
787	4	2378
1893	2	2350
590	6	2434
2278	6	2435
8	1	2383
278	0	2436
2128	0	2437
1991	2	2350
790	0	2438
960	2	2369
1728	3	2439
2307	0	2440
2221	0	2441
944	2	2392
1234	5	2375
1353	1	2348
1732	0	2442
1763	1	2348
1053	5	2423
434	2	2350
258	6	2443
1327	2	2350
1342	2	2362
1328	2	2350
1551	2	2362
1379	0	2444
1807	6	2445
182	0	2446
1211	4	2353
2127	3	2447
2127	0	2448
1873	2	2350
2331	2	2350
474	1	2348
313	4	2353
727	6	2449
1896	4	2378
1241	3	2450
999	2	2362
1957	0	2451
721	3	2452
2095	6	2453
865	2	2350
791	1	2348
768	5	2375
1408	3	2454
950	3	2455
1750	4	2353
239	4	2353
705	1	2456
205	6	2457
2458	1	2348
1467	0	2459
780	6	2460
702	2	2362
240	1	2383
247	1	2348
1371	2	2354
1504	2	2362
376	2	2386
2299	3	2461
390	4	2378
1245	6	2462
282	5	2375
388	4	2353
891	4	2353
348	2	2396
2255	5	2423
769	5	2359
1144	4	2353
44	0	2463
2139	1	2348
2464	6	2465
1175	3	2466
2467	6	2468
792	3	2469
2001	6	2470
1366	5	2359
441	2	2471
878	0	2472
1370	6	2473
2202	5	2359
425	2	2369
1967	4	2419
1967	2	2377
2103	2	2386
1714	1	2474
444	0	2475
1020	4	2353
1176	2	2380
1284	4	2353
1613	1	2348
11	5	2375
115	2	2476
1834	2	2362
1232	0	2477
2223	4	2353
1264	4	2353
1392	5	2423
992	0	2478
1925	2	2354
362	2	2362
157	2	2479
279	2	2350
844	1	2480
219	0	2481
1814	4	2353
879	2	2373
421	6	2482
1656	4	2353
2164	1	2383
